"date_test" "Background" "Allele" "Sex" "Fly" "receptor" "Sugar_before_salt" "PERA_group" "used_wt_2x" "salt_conc" "salt_type" "subject" "time" "PER" "tastant"
"etx4_ore_m_6.29_n_2_500_tars.1" "6.29" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.29_n_2_500_tars" 1 0 "H2O"
"etx4_ore_m_6.29_n_2_500_tars.2" "6.29" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.29_n_2_500_tars" 2 0 "Salt"
"etx4_ore_m_6.29_n_2_500_tars.3" "6.29" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.29_n_2_500_tars" 3 0 "Sugar"
"etx4_ore_m_6.29_n_2_500_tars.4" "6.29" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.29_n_2_500_tars" 4 0 "H2O"
"etx4_ore_m_6.29_n_2_500_tars.5" "6.29" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.29_n_2_500_tars" 5 0 "Salt"
"etx4_ore_m_6.29_n_2_500_tars.6" "6.29" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.29_n_2_500_tars" 6 0 "Sugar"
"etx4_ore_m_6.29_n_2_500_tars.7" "6.29" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.29_n_2_500_tars" 7 0 "H2O"
"wt_ore_m_6.29_n_2_500_tars.1" "6.29" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_6.29_n_2_500_tars" 1 0 "H2O"
"wt_ore_m_6.29_n_2_500_tars.2" "6.29" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_6.29_n_2_500_tars" 2 0 "Salt"
"wt_ore_m_6.29_n_2_500_tars.3" "6.29" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_6.29_n_2_500_tars" 3 0 "Sugar"
"wt_ore_m_6.29_n_2_500_tars.4" "6.29" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_6.29_n_2_500_tars" 4 0 "H2O"
"wt_ore_m_6.29_n_2_500_tars.5" "6.29" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_6.29_n_2_500_tars" 5 0 "Salt"
"wt_ore_m_6.29_n_2_500_tars.6" "6.29" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_6.29_n_2_500_tars" 6 0 "Sugar"
"wt_ore_m_6.29_n_2_500_tars.7" "6.29" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_6.29_n_2_500_tars" 7 0 "H2O"
"wt_sam_m_6.29_n_2_500_tars.1" "6.29" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_6.29_n_2_500_tars" 1 0 "H2O"
"wt_sam_m_6.29_n_2_500_tars.2" "6.29" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_6.29_n_2_500_tars" 2 0 "Salt"
"wt_sam_m_6.29_n_2_500_tars.3" "6.29" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_6.29_n_2_500_tars" 3 0 "Sugar"
"wt_sam_m_6.29_n_2_500_tars.4" "6.29" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_6.29_n_2_500_tars" 4 0 "H2O"
"wt_sam_m_6.29_n_2_500_tars.5" "6.29" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_6.29_n_2_500_tars" 5 0 "Salt"
"wt_sam_m_6.29_n_2_500_tars.6" "6.29" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_6.29_n_2_500_tars" 6 0 "Sugar"
"wt_sam_m_6.29_n_2_500_tars.7" "6.29" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_6.29_n_2_500_tars" 7 0 "H2O"
"etx4_ore_f_7.06_n_2_500_tars.1" "7.06" "ore" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.06_n_2_500_tars" 1 0 "H2O"
"etx4_ore_f_7.06_n_2_500_tars.2" "7.06" "ore" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.06_n_2_500_tars" 2 0 "Salt"
"etx4_ore_f_7.06_n_2_500_tars.3" "7.06" "ore" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.06_n_2_500_tars" 3 0 "Sugar"
"etx4_ore_f_7.06_n_2_500_tars.4" "7.06" "ore" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.06_n_2_500_tars" 4 0 "H2O"
"etx4_ore_f_7.06_n_2_500_tars.5" "7.06" "ore" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.06_n_2_500_tars" 5 0 "Salt"
"etx4_ore_f_7.06_n_2_500_tars.6" "7.06" "ore" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.06_n_2_500_tars" 6 0 "Sugar"
"etx4_ore_f_7.06_n_2_500_tars.7" "7.06" "ore" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.06_n_2_500_tars" 7 0 "H2O"
"wt_ore_f_7.06_n_2_500_tars.1" "7.06" "ore" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_f_7.06_n_2_500_tars" 1 0 "H2O"
"wt_ore_f_7.06_n_2_500_tars.2" "7.06" "ore" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_f_7.06_n_2_500_tars" 2 0 "Salt"
"wt_ore_f_7.06_n_2_500_tars.3" "7.06" "ore" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_f_7.06_n_2_500_tars" 3 0 "Sugar"
"wt_ore_f_7.06_n_2_500_tars.4" "7.06" "ore" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_f_7.06_n_2_500_tars" 4 0 "H2O"
"wt_ore_f_7.06_n_2_500_tars.5" "7.06" "ore" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_f_7.06_n_2_500_tars" 5 0 "Salt"
"wt_ore_f_7.06_n_2_500_tars.6" "7.06" "ore" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_f_7.06_n_2_500_tars" 6 0 "Sugar"
"wt_ore_f_7.06_n_2_500_tars.7" "7.06" "ore" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_f_7.06_n_2_500_tars" 7 0 "H2O"
"etx4_sam_f_7.06_n_2_500_tars.1" "7.06" "sam" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.06_n_2_500_tars" 1 0 "H2O"
"etx4_sam_f_7.06_n_2_500_tars.2" "7.06" "sam" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.06_n_2_500_tars" 2 0 "Salt"
"etx4_sam_f_7.06_n_2_500_tars.3" "7.06" "sam" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.06_n_2_500_tars" 3 0 "Sugar"
"etx4_sam_f_7.06_n_2_500_tars.4" "7.06" "sam" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.06_n_2_500_tars" 4 0 "H2O"
"etx4_sam_f_7.06_n_2_500_tars.5" "7.06" "sam" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.06_n_2_500_tars" 5 0 "Salt"
"etx4_sam_f_7.06_n_2_500_tars.6" "7.06" "sam" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.06_n_2_500_tars" 6 0 "Sugar"
"etx4_sam_f_7.06_n_2_500_tars.7" "7.06" "sam" "etx4" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.06_n_2_500_tars" 7 0 "H2O"
"wt_sam_f_7.06_n_2_500_tars.1" "7.06" "sam" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_f_7.06_n_2_500_tars" 1 0 "H2O"
"wt_sam_f_7.06_n_2_500_tars.2" "7.06" "sam" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_f_7.06_n_2_500_tars" 2 0 "Salt"
"wt_sam_f_7.06_n_2_500_tars.3" "7.06" "sam" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_f_7.06_n_2_500_tars" 3 0 "Sugar"
"wt_sam_f_7.06_n_2_500_tars.4" "7.06" "sam" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_f_7.06_n_2_500_tars" 4 0 "H2O"
"wt_sam_f_7.06_n_2_500_tars.5" "7.06" "sam" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_f_7.06_n_2_500_tars" 5 0 "Salt"
"wt_sam_f_7.06_n_2_500_tars.6" "7.06" "sam" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_f_7.06_n_2_500_tars" 6 0 "Sugar"
"wt_sam_f_7.06_n_2_500_tars.7" "7.06" "sam" "wt" "f" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_f_7.06_n_2_500_tars" 7 0 "H2O"
"etx4_ore_m_7.06_n_2_500_tars.1" "7.06" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_7.06_n_2_500_tars" 1 0 "H2O"
"etx4_ore_m_7.06_n_2_500_tars.2" "7.06" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_7.06_n_2_500_tars" 2 0 "Salt"
"etx4_ore_m_7.06_n_2_500_tars.3" "7.06" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_7.06_n_2_500_tars" 3 0 "Sugar"
"etx4_ore_m_7.06_n_2_500_tars.4" "7.06" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_7.06_n_2_500_tars" 4 0 "H2O"
"etx4_ore_m_7.06_n_2_500_tars.5" "7.06" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_7.06_n_2_500_tars" 5 0 "Salt"
"etx4_ore_m_7.06_n_2_500_tars.6" "7.06" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_7.06_n_2_500_tars" 6 1 "Sugar"
"etx4_ore_m_7.06_n_2_500_tars.7" "7.06" "ore" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_ore_m_7.06_n_2_500_tars" 7 0 "H2O"
"wt_ore_m_7.06_n_2_500_tars.1" "7.06" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_7.06_n_2_500_tars" 1 0 "H2O"
"wt_ore_m_7.06_n_2_500_tars.2" "7.06" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_7.06_n_2_500_tars" 2 0 "Salt"
"wt_ore_m_7.06_n_2_500_tars.3" "7.06" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_7.06_n_2_500_tars" 3 0 "Sugar"
"wt_ore_m_7.06_n_2_500_tars.4" "7.06" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_7.06_n_2_500_tars" 4 0 "H2O"
"wt_ore_m_7.06_n_2_500_tars.5" "7.06" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_7.06_n_2_500_tars" 5 0 "Salt"
"wt_ore_m_7.06_n_2_500_tars.6" "7.06" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_7.06_n_2_500_tars" 6 0 "Sugar"
"wt_ore_m_7.06_n_2_500_tars.7" "7.06" "ore" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_ore_m_7.06_n_2_500_tars" 7 0 "H2O"
"etx4_sam_m_7.06_n_2_500_tars.1" "7.06" "sam" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_m_7.06_n_2_500_tars" 1 0 "H2O"
"etx4_sam_m_7.06_n_2_500_tars.2" "7.06" "sam" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_m_7.06_n_2_500_tars" 2 0 "Salt"
"etx4_sam_m_7.06_n_2_500_tars.3" "7.06" "sam" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_m_7.06_n_2_500_tars" 3 0 "Sugar"
"etx4_sam_m_7.06_n_2_500_tars.4" "7.06" "sam" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_m_7.06_n_2_500_tars" 4 0 "H2O"
"etx4_sam_m_7.06_n_2_500_tars.5" "7.06" "sam" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_m_7.06_n_2_500_tars" 5 0 "Salt"
"etx4_sam_m_7.06_n_2_500_tars.6" "7.06" "sam" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_m_7.06_n_2_500_tars" 6 0 "Sugar"
"etx4_sam_m_7.06_n_2_500_tars.7" "7.06" "sam" "etx4" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "etx4_sam_m_7.06_n_2_500_tars" 7 0 "H2O"
"wt_sam_m_7.06_n_2_500_tars.1" "7.06" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_7.06_n_2_500_tars" 1 0 "H2O"
"wt_sam_m_7.06_n_2_500_tars.2" "7.06" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_7.06_n_2_500_tars" 2 0 "Salt"
"wt_sam_m_7.06_n_2_500_tars.3" "7.06" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_7.06_n_2_500_tars" 3 0 "Sugar"
"wt_sam_m_7.06_n_2_500_tars.4" "7.06" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_7.06_n_2_500_tars" 4 0 "H2O"
"wt_sam_m_7.06_n_2_500_tars.5" "7.06" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_7.06_n_2_500_tars" 5 0 "Salt"
"wt_sam_m_7.06_n_2_500_tars.6" "7.06" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_7.06_n_2_500_tars" 6 0 "Sugar"
"wt_sam_m_7.06_n_2_500_tars.7" "7.06" "sam" "wt" "m" 2 "tars" "n" "etx4" "n" 500 "NaCl" "wt_sam_m_7.06_n_2_500_tars" 7 0 "H2O"
"sde3_ore_f_7.12_n_2_500_tars.1" "7.12" "ore" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_f_7.12_n_2_500_tars" 1 0 "H2O"
"sde3_ore_f_7.12_n_2_500_tars.2" "7.12" "ore" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_f_7.12_n_2_500_tars" 2 0 "Salt"
"sde3_ore_f_7.12_n_2_500_tars.3" "7.12" "ore" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_f_7.12_n_2_500_tars" 3 0 "Sugar"
"sde3_ore_f_7.12_n_2_500_tars.4" "7.12" "ore" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_f_7.12_n_2_500_tars" 4 0 "H2O"
"sde3_ore_f_7.12_n_2_500_tars.5" "7.12" "ore" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_f_7.12_n_2_500_tars" 5 0 "Salt"
"sde3_ore_f_7.12_n_2_500_tars.6" "7.12" "ore" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_f_7.12_n_2_500_tars" 6 0 "Sugar"
"sde3_ore_f_7.12_n_2_500_tars.7" "7.12" "ore" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_f_7.12_n_2_500_tars" 7 0 "H2O"
"wt_ore_f_7.12_n_2_500_tars.1" "7.12" "ore" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_f_7.12_n_2_500_tars" 1 0 "H2O"
"wt_ore_f_7.12_n_2_500_tars.2" "7.12" "ore" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_f_7.12_n_2_500_tars" 2 0 "Salt"
"wt_ore_f_7.12_n_2_500_tars.3" "7.12" "ore" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_f_7.12_n_2_500_tars" 3 0 "Sugar"
"wt_ore_f_7.12_n_2_500_tars.4" "7.12" "ore" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_f_7.12_n_2_500_tars" 4 0 "H2O"
"wt_ore_f_7.12_n_2_500_tars.5" "7.12" "ore" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_f_7.12_n_2_500_tars" 5 0 "Salt"
"wt_ore_f_7.12_n_2_500_tars.6" "7.12" "ore" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_f_7.12_n_2_500_tars" 6 0 "Sugar"
"wt_ore_f_7.12_n_2_500_tars.7" "7.12" "ore" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_f_7.12_n_2_500_tars" 7 0 "H2O"
"sde3_sam_f_7.12_n_2_500_tars.1" "7.12" "sam" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_f_7.12_n_2_500_tars" 1 0 "H2O"
"sde3_sam_f_7.12_n_2_500_tars.2" "7.12" "sam" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_f_7.12_n_2_500_tars" 2 0 "Salt"
"sde3_sam_f_7.12_n_2_500_tars.3" "7.12" "sam" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_f_7.12_n_2_500_tars" 3 0 "Sugar"
"sde3_sam_f_7.12_n_2_500_tars.4" "7.12" "sam" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_f_7.12_n_2_500_tars" 4 0 "H2O"
"sde3_sam_f_7.12_n_2_500_tars.5" "7.12" "sam" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_f_7.12_n_2_500_tars" 5 0 "Salt"
"sde3_sam_f_7.12_n_2_500_tars.6" "7.12" "sam" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_f_7.12_n_2_500_tars" 6 0 "Sugar"
"sde3_sam_f_7.12_n_2_500_tars.7" "7.12" "sam" "sde3" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_f_7.12_n_2_500_tars" 7 0 "H2O"
"wt_sam_f_7.12_n_2_500_tars.1" "7.12" "sam" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_f_7.12_n_2_500_tars" 1 0 "H2O"
"wt_sam_f_7.12_n_2_500_tars.2" "7.12" "sam" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_f_7.12_n_2_500_tars" 2 0 "Salt"
"wt_sam_f_7.12_n_2_500_tars.3" "7.12" "sam" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_f_7.12_n_2_500_tars" 3 0 "Sugar"
"wt_sam_f_7.12_n_2_500_tars.4" "7.12" "sam" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_f_7.12_n_2_500_tars" 4 0 "H2O"
"wt_sam_f_7.12_n_2_500_tars.5" "7.12" "sam" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_f_7.12_n_2_500_tars" 5 0 "Salt"
"wt_sam_f_7.12_n_2_500_tars.6" "7.12" "sam" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_f_7.12_n_2_500_tars" 6 0 "Sugar"
"wt_sam_f_7.12_n_2_500_tars.7" "7.12" "sam" "wt" "f" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_f_7.12_n_2_500_tars" 7 0 "H2O"
"sde3_ore_m_7.12_n_2_500_tars.1" "7.12" "ore" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_m_7.12_n_2_500_tars" 1 0 "H2O"
"sde3_ore_m_7.12_n_2_500_tars.2" "7.12" "ore" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_m_7.12_n_2_500_tars" 2 0 "Salt"
"sde3_ore_m_7.12_n_2_500_tars.3" "7.12" "ore" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_m_7.12_n_2_500_tars" 3 0 "Sugar"
"sde3_ore_m_7.12_n_2_500_tars.4" "7.12" "ore" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_m_7.12_n_2_500_tars" 4 0 "H2O"
"sde3_ore_m_7.12_n_2_500_tars.5" "7.12" "ore" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_m_7.12_n_2_500_tars" 5 0 "Salt"
"sde3_ore_m_7.12_n_2_500_tars.6" "7.12" "ore" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_m_7.12_n_2_500_tars" 6 0 "Sugar"
"sde3_ore_m_7.12_n_2_500_tars.7" "7.12" "ore" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_ore_m_7.12_n_2_500_tars" 7 0 "H2O"
"wt_ore_m_7.12_n_2_500_tars.1" "7.12" "ore" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_m_7.12_n_2_500_tars" 1 0 "H2O"
"wt_ore_m_7.12_n_2_500_tars.2" "7.12" "ore" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_m_7.12_n_2_500_tars" 2 0 "Salt"
"wt_ore_m_7.12_n_2_500_tars.3" "7.12" "ore" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_m_7.12_n_2_500_tars" 3 0 "Sugar"
"wt_ore_m_7.12_n_2_500_tars.4" "7.12" "ore" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_m_7.12_n_2_500_tars" 4 0 "H2O"
"wt_ore_m_7.12_n_2_500_tars.5" "7.12" "ore" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_m_7.12_n_2_500_tars" 5 0 "Salt"
"wt_ore_m_7.12_n_2_500_tars.6" "7.12" "ore" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_m_7.12_n_2_500_tars" 6 0 "Sugar"
"wt_ore_m_7.12_n_2_500_tars.7" "7.12" "ore" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_ore_m_7.12_n_2_500_tars" 7 0 "H2O"
"sde3_sam_m_7.12_n_2_500_tars.1" "7.12" "sam" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_m_7.12_n_2_500_tars" 1 0 "H2O"
"sde3_sam_m_7.12_n_2_500_tars.2" "7.12" "sam" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_m_7.12_n_2_500_tars" 2 0 "Salt"
"sde3_sam_m_7.12_n_2_500_tars.3" "7.12" "sam" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_m_7.12_n_2_500_tars" 3 1 "Sugar"
"sde3_sam_m_7.12_n_2_500_tars.4" "7.12" "sam" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_m_7.12_n_2_500_tars" 4 0 "H2O"
"sde3_sam_m_7.12_n_2_500_tars.5" "7.12" "sam" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_m_7.12_n_2_500_tars" 5 0 "Salt"
"sde3_sam_m_7.12_n_2_500_tars.6" "7.12" "sam" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_m_7.12_n_2_500_tars" 6 0 "Sugar"
"sde3_sam_m_7.12_n_2_500_tars.7" "7.12" "sam" "sde3" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "sde3_sam_m_7.12_n_2_500_tars" 7 0 "H2O"
"wt_sam_m_7.12_n_2_500_tars.1" "7.12" "sam" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_m_7.12_n_2_500_tars" 1 0 "H2O"
"wt_sam_m_7.12_n_2_500_tars.2" "7.12" "sam" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_m_7.12_n_2_500_tars" 2 0 "Salt"
"wt_sam_m_7.12_n_2_500_tars.3" "7.12" "sam" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_m_7.12_n_2_500_tars" 3 0 "Sugar"
"wt_sam_m_7.12_n_2_500_tars.4" "7.12" "sam" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_m_7.12_n_2_500_tars" 4 0 "H2O"
"wt_sam_m_7.12_n_2_500_tars.5" "7.12" "sam" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_m_7.12_n_2_500_tars" 5 0 "Salt"
"wt_sam_m_7.12_n_2_500_tars.6" "7.12" "sam" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_m_7.12_n_2_500_tars" 6 0 "Sugar"
"wt_sam_m_7.12_n_2_500_tars.7" "7.12" "sam" "wt" "m" 2 "tars" "n" "e3" "n" 500 "NaCl" "wt_sam_m_7.12_n_2_500_tars" 7 0 "H2O"
"sd1_ore_f_7.18_n_2_500_tars.1" "7.18" "ore" "sd1" "f" 2 "tars" "n" "sd1" "n" 500 "NaCl" "sd1_ore_f_7.18_n_2_500_tars" 1 0 "H2O"
"sd1_ore_f_7.18_n_2_500_tars.2" "7.18" "ore" "sd1" "f" 2 "tars" "n" "sd1" "n" 500 "NaCl" "sd1_ore_f_7.18_n_2_500_tars" 2 0 "Salt"
"sd1_ore_f_7.18_n_2_500_tars.3" "7.18" "ore" "sd1" "f" 2 "tars" "n" "sd1" "n" 500 "NaCl" "sd1_ore_f_7.18_n_2_500_tars" 3 0 "Sugar"
"sd1_ore_f_7.18_n_2_500_tars.4" "7.18" "ore" "sd1" "f" 2 "tars" "n" "sd1" "n" 500 "NaCl" "sd1_ore_f_7.18_n_2_500_tars" 4 0 "H2O"
